------------------------------Change time setting-----------------------------
SET datestyle TO "ISO, YMD";
SET timezone TO +00;
SET intervalstyle to "postgres";
------------------------------BasicFeature1_tmp_t15_4ARG-----------------------------
-- Testcase 1:
SELECT * FROM tmp_t15 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5, __spd_url;
        time         |                       c2                       |   c3    |      c4      |  __spd_url   
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -550000 |   -6500.7662 | /tmp_t15/
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  500000 |    6000.7623 | /tmp_t15/
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000 |  600000.8847 | /post1/
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -550000 | -550000.5457 | /post1/
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -450000 |    -5500.431 | /tmp_t15/
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  400000 |     5000.213 | /tmp_t15/
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000 |  500000.3117 | /post1/
(40 rows)

-- Testcase 4:
SELECT time, c2, c3 FROM tmp_t15 ORDER BY 1  ASC, 2 DESC, 3 DESC;
        time         |                       c2                       |   c3    
---------------------+------------------------------------------------+---------
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  400000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -450000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -550000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  500000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2014-01-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |       0
 2015-02-19 11:19:53 | живетезелоземляиижеикаколюди                   |     -55
 2016-03-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |      60
 2017-04-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            |     -65
 2018-05-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |      70
 2020-01-02 01:00:00 | 常ならむ有為の奥山今日越えて浅き夢見           |   30000
 2020-01-03 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |  -35000
 2020-01-04 01:00:00 | いろはにほへどちりぬるをわがよたれぞつねならむ |   40000
 2020-01-05 01:00:00 | живетезелоземляиижеикаколюди                   |  -45000
 2020-01-06 01:00:00 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   50000
 2020-01-06 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |   15000
 2020-01-06 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |   15000
 2020-01-07 01:00:00 | いろはにほへど　ちりぬるをわがよたれぞ         | -250000
 2020-01-07 01:00:00 | いろはにほへど　ちりぬるをわがよたれぞ         | -250000
 2020-01-08 01:00:00 | ăâđêôơưdêđêdờe                                 |   35000
 2020-01-08 01:00:00 | ăâđêôơưdêđêdờe                                 |   35000
 2020-01-09 01:00:00 | сковородасковорода                             |  -45000
 2020-01-09 01:00:00 | сковородасковорода                             |  -45000
 2020-01-10 01:00:00 | 色は匂へど 散りぬるを我が世誰ぞ 常ならむ       |       0
 2020-01-10 01:00:00 | 色は匂へど 散りぬるを我が世誰ぞ 常ならむ       |       0
 2021-05-05 21:59:15 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2022-05-05 21:59:15 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2023-05-05 21:59:15 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2024-05-05 21:59:15 | いろはにほへどちりぬるをわがよたれぞつねならむ | -650000
 2024-06-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   10000
 2025-05-05 21:59:15 | живетезелоземляиижеикаколюди                   |   70000
 2025-07-19 11:19:53 | живетезелоземляиижеикаколюди                   | -550000
 2026-08-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2027-09-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2028-10-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
(40 rows)

-- Testcase 5:
SELECT time, c2, c3 FROM tmp_t15 GROUP BY time, c2, c3 ORDER BY 1  ASC, 2 DESC, 3 DESC;
        time         |                       c2                       |   c3    
---------------------+------------------------------------------------+---------
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  400000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -450000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -550000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  500000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2014-01-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |       0
 2015-02-19 11:19:53 | живетезелоземляиижеикаколюди                   |     -55
 2016-03-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |      60
 2017-04-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            |     -65
 2018-05-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |      70
 2020-01-02 01:00:00 | 常ならむ有為の奥山今日越えて浅き夢見           |   30000
 2020-01-03 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |  -35000
 2020-01-04 01:00:00 | いろはにほへどちりぬるをわがよたれぞつねならむ |   40000
 2020-01-05 01:00:00 | живетезелоземляиижеикаколюди                   |  -45000
 2020-01-06 01:00:00 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   50000
 2020-01-06 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |   15000
 2020-01-07 01:00:00 | いろはにほへど　ちりぬるをわがよたれぞ         | -250000
 2020-01-08 01:00:00 | ăâđêôơưdêđêdờe                                 |   35000
 2020-01-09 01:00:00 | сковородасковорода                             |  -45000
 2020-01-10 01:00:00 | 色は匂へど 散りぬるを我が世誰ぞ 常ならむ       |       0
 2021-05-05 21:59:15 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2022-05-05 21:59:15 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2023-05-05 21:59:15 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2024-05-05 21:59:15 | いろはにほへどちりぬるをわがよたれぞつねならむ | -650000
 2024-06-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   10000
 2025-05-05 21:59:15 | живетезелоземляиижеикаколюди                   |   70000
 2025-07-19 11:19:53 | живетезелоземляиижеикаколюди                   | -550000
 2026-08-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2027-09-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2028-10-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
(35 rows)

-- Testcase 6:
SELECT time, c2, c3 FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 ORDER BY 1  ASC, 2 DESC, 3 DESC;
        time         |                       c2                       |   c3    
---------------------+------------------------------------------------+---------
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  400000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -450000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -550000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  500000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2014-01-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |       0
 2015-02-19 11:19:53 | живетезелоземляиижеикаколюди                   |     -55
 2016-03-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |      60
 2017-04-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            |     -65
 2018-05-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |      70
 2020-01-02 01:00:00 | 常ならむ有為の奥山今日越えて浅き夢見           |   30000
 2020-01-03 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |  -35000
 2020-01-04 01:00:00 | いろはにほへどちりぬるをわがよたれぞつねならむ |   40000
 2020-01-05 01:00:00 | живетезелоземляиижеикаколюди                   |  -45000
 2020-01-06 01:00:00 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   50000
 2020-01-06 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |   15000
 2020-01-06 01:00:00 | Thequickbrownfoxjumpsoverthelazydog            |   15000
 2020-01-07 01:00:00 | いろはにほへど　ちりぬるをわがよたれぞ         | -250000
 2020-01-07 01:00:00 | いろはにほへど　ちりぬるをわがよたれぞ         | -250000
 2020-01-08 01:00:00 | ăâđêôơưdêđêdờe                                 |   35000
 2020-01-08 01:00:00 | ăâđêôơưdêđêdờe                                 |   35000
 2020-01-09 01:00:00 | сковородасковорода                             |  -45000
 2020-01-09 01:00:00 | сковородасковорода                             |  -45000
 2020-01-10 01:00:00 | 色は匂へど 散りぬるを我が世誰ぞ 常ならむ       |       0
 2020-01-10 01:00:00 | 色は匂へど 散りぬるを我が世誰ぞ 常ならむ       |       0
 2021-05-05 21:59:15 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2022-05-05 21:59:15 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2023-05-05 21:59:15 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2024-05-05 21:59:15 | いろはにほへどちりぬるをわがよたれぞつねならむ | -650000
 2024-06-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |   10000
 2025-05-05 21:59:15 | живетезелоземляиижеикаколюди                   |   70000
 2025-07-19 11:19:53 | живетезелоземляиижеикаколюди                   | -550000
 2026-08-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2027-09-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2028-10-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
(40 rows)

-- Testcase 7:
SELECT time, c2, c3 FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY time, c2, c3 ORDER BY 1  ASC, 2 DESC, 3 DESC;
        time         |                       c2                       |   c3    
---------------------+------------------------------------------------+---------
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  500000
 2004-01-19 10:23:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |  400000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -450000
 2005-02-19 11:23:53 | живетезелоземляиижеикаколюди                   | -550000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  600000
 2006-03-19 12:23:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |  500000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -550000
 2007-04-19 13:23:51 | Thequickbrownfoxjumpsoverthelazydog            | -650000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  700000
 2008-05-19 14:23:50 | 常ならむ有為の奥山今日越えて浅き夢見           |  600000
 2014-01-19 10:20:54 | 豆贝尔维克斯艾勒艾弗诶比迪吉吾艾儿             |       0
 2015-02-19 11:19:53 | живетезелоземляиижеикаколюди                   |     -55
 2016-03-19 12:18:52 | いろはにほへどちりぬるをわがよたれぞつねならむ |      60
 2017-04-19 13:17:51 | Thequickbrownfoxjumpsoverthelazydog            |     -65
 2018-05-19 14:18:50 | 常ならむ有為の奥山今日越えて浅き夢見           |      70
 2020-01-02 01:00:00 | 常ならむ有為の奥山今日越えて浅き夢見           |   30000
